,0,1,2
783,33@476,"[[432, 1], [1130, 1], [1144, 1]]",4.0
784,17@1050,"[[807, 1], [280, 1], [1026, 1], [1439, 1]]",2.0
785,7@118,"[[190, 1], [1100, 1], [1445, 1], [1476, 1]]",5.0
786,37@1697,"[[106, 1], [755, 1], [1513, 1]]",4.0
787,33@2056,"[[875, 1], [501, 1], [1315, 1], [1463, 1]]",4.0
788,47@1422,"[[131, 1]]",5.0
789,42@1654,"[[660, 1], [60, 1]]",4.0
790,43@668,"[[644, 1], [967, 1], [1278, 1]]",5.0
791,31@240,"[[56, 1], [1147, 1], [131, 1], [82, 1], [614, 1], [1100, 1]]",4.0
792,12@205,"[[98, 1], [655, 1], [668, 1]]",4.0
793,8@2146,"[[795, 1], [1386, 1]]",3.0
794,40@643,"[[106, 1], [1385, 1], [1547, 1], [864, 1]]",5.0
795,21@632,"[[1386, 1], [471, 1]]",3.0
796,38@1737,"[[435, 1], [872, 1], [411, 1]]",4.0
797,59@2576,"[[106, 1], [131, 1]]",3.0
798,6@818,"[[514, 1], [935, 1]]",3.0
799,25@1764,"[[1223, 1], [506, 1], [542, 1], [595, 1], [321, 1], [309, 1]]",3.0
800,12@1010,"[[534, 1], [1386, 1]]",5.0
801,35@1896,"[[630, 1], [1174, 1], [1006, 1], [60, 1]]",4.0
802,27@235,"[[1458, 1]]",4.0
803,42@888,"[[1416, 1]]",4.0
804,28@1208,"[[969, 1], [538, 1]]",4.0
805,15@1373,"[[1251, 1], [755, 1], [864, 1], [967, 1], [892, 1]]",4.0
806,10@1092,"[[56, 1], [506, 1], [1507, 1], [72, 1], [1030, 1], [815, 1], [614, 1]]",4.0
807,29@1096,"[[1484, 1]]",3.0
808,31@38,"[[1385, 1], [864, 1]]",3.0
809,59@1165,"[[106, 1], [1385, 1], [755, 1], [864, 1], [635, 1], [795, 1]]",3.0
810,12@921,"[[807, 1], [795, 1], [542, 1], [592, 1], [1048, 1], [892, 1]]",5.0
811,33@2679,"[[468, 1], [868, 1]]",4.0
812,7@2130,"[[421, 1], [190, 1], [1141, 1], [131, 1], [1467, 1], [1429, 1], [892, 1]]",1.0
813,29@2380,"[[432, 1], [1385, 1], [615, 1]]",4.0
814,43@1409,"[[1495, 1]]",5.0
815,44@2326,"[[692, 1], [493, 1], [781, 1]]",4.0
816,23@1376,"[[557, 1]]",4.0
817,41@444,"[[692, 1]]",3.0
818,59@5,"[[542, 1], [176, 1]]",4.0
819,47@2564,"[[56, 1], [614, 1], [124, 1], [967, 1], [435, 1], [1501, 1]]",5.0
820,17@1454,"[[131, 1]]",3.0
821,1@2730,"[[692, 1], [350, 1]]",5.0
822,6@2067,"[[77, 1], [190, 1], [1462, 1]]",4.0
823,23@1928,"[[413, 1], [1131, 1], [435, 1]]",4.0
824,29@1704,"[[46, 1]]",4.0
825,38@452,"[[173, 1], [1026, 1], [1279, 1], [1445, 1]]",4.0
826,54@88,"[[404, 1], [1026, 1], [1279, 1]]",2.0
827,24@1650,"[[1382, 1]]",5.0
828,60@1112,"[[321, 1], [851, 1], [131, 1], [892, 1]]",4.0
829,60@1063,"[[692, 1], [534, 1], [56, 1], [158, 1], [99, 1], [851, 1], [323, 1], [1026, 1], [435, 1], [467, 1], [892, 1], [1026, 1]]",5.0
830,28@169,"[[190, 1], [614, 1], [1386, 1], [467, 1], [1182, 1], [725, 1], [232, 1]]",4.0
831,35@1923,"[[1219, 1], [1553, 1]]",4.0
832,54@905,"[[935, 1], [435, 1], [441, 1], [384, 1]]",4.0
833,53@2487,"[[1386, 1]]",4.0
834,59@1756,"[[1386, 1], [935, 1], [41, 1]]",4.0
835,34@2633,"[[851, 1], [1386, 1], [1445, 1]]",4.0
836,4@1451,"[[131, 1], [147, 1], [1030, 1], [912, 1], [889, 1]]",3.0
837,4@551,"[[1240, 1], [1476, 1], [478, 1], [98, 1], [1257, 1], [1399, 1], [567, 1], [365, 1], [902, 1], [173, 1], [232, 1]]",1.0
838,16@201,"[[1240, 1], [1385, 1]]",3.0
839,1@97,"[[614, 1], [131, 1], [1100, 1], [321, 1], [892, 1], [868, 1]]",4.0
840,14@296,"[[9, 1], [735, 1], [653, 1]]",4.0
841,3@72,"[[131, 1], [60, 1]]",5.0
842,13@2071,"[[1058, 1]]",5.0
843,61@1116,"[[190, 1], [462, 1], [459, 1], [771, 1], [1006, 1]]",4.0
844,16@2226,"[[681, 1]]",5.0
845,17@1154,"[[615, 1], [807, 1], [615, 1]]",5.0
846,11@1944,"[[1386, 1]]",5.0
847,6@2642,"[[692, 1], [1168, 1], [131, 1], [506, 1], [131, 1], [506, 1]]",5.0
848,16@422,"[[735, 1], [1445, 1], [1251, 1]]",5.0
849,25@2749,"[[91, 1], [1190, 1]]",4.0
850,1@2498,"[[459, 1], [426, 1]]",4.0
851,23@1054,"[[892, 1], [441, 1]]",5.0
852,29@1552,"[[538, 1], [615, 1], [309, 1]]",4.0
853,26@355,"[[614, 1], [131, 1]]",5.0
854,41@1804,"[[413, 1], [443, 1]]",4.0
855,6@2136,"[[557, 1], [413, 1], [111, 1], [51, 1]]",4.0
856,23@2351,"[[131, 1], [280, 1]]",4.0
857,4@224,"[[459, 1]]",2.0
858,11@1125,"[[309, 1], [892, 1]]",4.0
859,29@170,"[[46, 1], [506, 1]]",3.0
860,10@1325,"[[692, 1], [190, 1], [1419, 1], [135, 1], [1386, 1]]",5.0
861,0@1324,"[[1240, 1], [51, 1], [1465, 1], [413, 1], [190, 1], [376, 1]]",4.0
862,54@345,"[[900, 1], [1247, 1], [506, 1]]",4.0
863,25@242,"[[1221, 1], [391, 1], [128, 1], [1097, 1], [1125, 1]]",3.0
864,40@2644,"[[506, 1]]",2.0
865,38@1992,"[[554, 1]]",5.0
866,57@103,"[[190, 1], [129, 1], [660, 1]]",3.0
867,59@535,"[[1205, 1], [1513, 1]]",5.0
868,11@2362,"[[1093, 1]]",4.0
869,59@2562,"[[432, 1], [1196, 1]]",5.0
870,5@2180,"[[1479, 1], [1477, 1], [771, 1], [1552, 1], [60, 1]]",1.0
871,37@2273,"[[131, 1], [892, 1]]",4.0
872,32@2200,"[[1495, 1], [1495, 1]]",2.0
873,13@2067,"[[708, 1], [443, 1], [399, 1], [615, 1], [892, 1]]",5.0
874,54@1287,"[[153, 1], [1465, 1], [1521, 1], [692, 1], [1548, 1], [1521, 1], [173, 1]]",3.0
875,60@1479,"[[131, 1], [1275, 1]]",5.0
876,11@1519,"[[889, 1], [746, 1]]",2.0
877,10@1859,"[[206, 1], [131, 1]]",3.0
878,37@933,"[[211, 1], [892, 1]]",4.0
879,33@724,"[[190, 1], [1060, 1], [375, 1], [618, 1], [1459, 1], [435, 1], [1010, 1], [25, 1]]",4.0
880,59@2182,"[[892, 1]]",4.0
881,58@1549,"[[421, 1], [101, 1], [131, 1]]",4.0
882,58@538,"[[681, 1], [1486, 1], [1120, 1]]",5.0
883,25@1314,"[[9, 1], [755, 1], [435, 1], [94, 1]]",4.0
884,33@475,"[[807, 1], [402, 1], [94, 1], [435, 1]]",4.0
885,7@865,"[[795, 1], [583, 1], [94, 1], [993, 1], [718, 1]]",4.0
886,41@1739,"[[1266, 1], [809, 1]]",5.0
887,10@22,"[[131, 1], [892, 1]]",2.0
888,4@2039,"[[1009, 1], [190, 1], [462, 1]]",5.0
889,10@2285,"[[506, 1], [1251, 1], [1026, 1], [435, 1], [892, 1]]",4.0
890,36@1312,"[[190, 1], [1219, 1]]",4.0
891,37@663,"[[692, 1]]",5.0
892,35@615,"[[1320, 1], [356, 1]]",4.0
893,12@1270,"[[573, 1], [561, 1], [561, 1], [1553, 1]]",3.5
894,16@182,"[[1313, 1]]",2.0
895,11@2622,"[[370, 1], [173, 1], [232, 1]]",4.0
896,19@2220,"[[1093, 1]]",4.0
897,33@2239,"[[851, 1], [1485, 1]]",4.0
898,16@122,"[[1120, 1], [892, 1], [82, 1], [892, 1]]",2.0
899,41@1847,"[[1547, 1]]",3.0
900,37@1412,"[[421, 1]]",4.0
901,41@777,"[[573, 1], [413, 1], [499, 1], [1103, 1], [360, 1], [376, 1], [735, 1], [614, 1], [1460, 1], [413, 1]]",4.0
902,52@1667,"[[501, 1], [321, 1]]",5.0
903,33@2493,"[[53, 1], [1086, 1], [1006, 1], [992, 1], [1525, 1], [435, 1]]",4.0
904,25@1290,"[[432, 1], [372, 1], [755, 1], [435, 1], [935, 1], [441, 1]]",4.0
905,16@1073,"[[399, 1], [1208, 1]]",3.0
906,60@143,"[[432, 1], [1548, 1], [1266, 1], [1219, 1], [1072, 1], [135, 1], [135, 1]]",4.0
907,45@1637,"[[851, 1], [230, 1]]",4.0
908,12@498,"[[101, 1], [1540, 1], [805, 1]]",4.0
909,12@51,"[[1136, 1], [181, 1]]",2.0
910,12@399,"[[586, 1], [92, 1], [60, 1], [1394, 1]]",4.0
911,4@1601,"[[1518, 1], [1266, 1], [131, 1], [135, 1], [615, 1]]",3.0
912,34@2477,"[[25, 1]]",3.0
913,29@74,"[[692, 1], [1044, 1], [1412, 1], [131, 1], [755, 1], [864, 1], [161, 1]]",3.0
914,59@473,"[[1093, 1]]",3.0
915,41@743,"[[1445, 1]]",4.0
916,20@1476,"[[387, 1], [583, 1], [471, 1], [1235, 1]]",4.0
917,27@105,"[[889, 1]]",4.0
918,29@2309,"[[99, 1], [1547, 1], [1422, 1], [82, 1]]",4.0
919,55@731,"[[964, 1], [12, 1], [413, 1], [362, 1], [82, 1], [331, 1], [892, 1], [104, 1]]",5.0
920,36@333,"[[1383, 1]]",4.0
921,14@1745,"[[892, 1]]",3.0
922,41@1582,"[[432, 1], [807, 1], [1425, 1], [1548, 1], [851, 1], [592, 1], [595, 1], [735, 1], [441, 1], [1425, 1]]",4.0
923,50@1030,"[[1086, 1], [795, 1], [1280, 1], [468, 1], [755, 1], [262, 1], [173, 1], [1205, 1], [173, 1]]",5.0
924,7@2733,"[[1382, 1], [1270, 1], [100, 1], [771, 1], [440, 1]]",3.0
925,28@24,"[[51, 1], [514, 1], [413, 1], [615, 1], [1386, 1]]",4.0
926,25@490,"[[435, 1], [1089, 1]]",4.0
927,61@182,"[[190, 1], [567, 1], [1552, 1]]",3.0
928,12@1435,"[[935, 1]]",4.0
929,52@1201,"[[1060, 1], [191, 1], [173, 1], [892, 1], [624, 1]]",5.0
930,32@1984,"[[170, 1], [1136, 1], [538, 1]]",4.0
931,21@1136,"[[482, 1]]",4.0
932,13@641,"[[809, 1]]",3.0
933,25@990,"[[35, 1], [441, 1]]",5.0
934,41@406,"[[1196, 1], [1385, 1], [413, 1], [892, 1]]",4.0
935,12@2341,"[[1547, 1], [1499, 1]]",3.0
936,54@644,"[[221, 1]]",5.0
937,33@465,"[[9, 1], [864, 1], [561, 1], [280, 1]]",4.0
938,0@2266,"[[56, 1], [851, 1], [131, 1], [847, 1], [892, 1], [87, 1], [538, 1], [912, 1]]",4.0
939,25@708,"[[967, 1], [1501, 1], [916, 1], [46, 1], [856, 1], [892, 1], [209, 1]]",3.5
940,10@2476,"[[822, 1], [435, 1], [432, 1], [929, 1], [173, 1], [1422, 1]]",5.0
941,27@2526,"[[1060, 1], [440, 1]]",4.0
942,47@966,"[[1527, 1], [62, 1], [1523, 1], [190, 1]]",5.0
943,55@634,"[[939, 1], [94, 1]]",3.0
944,14@2281,"[[660, 1], [912, 1]]",3.0
945,34@1900,"[[468, 1], [406, 1], [892, 1], [273, 1]]",4.0
946,36@460,"[[501, 1], [309, 1], [173, 1]]",4.0
947,55@421,"[[1501, 1], [538, 1]]",5.0
948,7@909,"[[439, 1], [173, 1]]",5.0
949,33@467,"[[1026, 1], [106, 1]]",4.0
950,47@1240,"[[1143, 1]]",4.0
951,25@2742,"[[692, 1], [1147, 1], [1144, 1], [1090, 1], [420, 1], [441, 1]]",3.0
952,48@2367,"[[692, 1], [1547, 1], [1089, 1], [441, 1], [1077, 1], [441, 1]]",5.0
953,23@2540,"[[922, 1], [755, 1]]",3.0
954,55@2549,"[[1402, 1], [190, 1], [334, 1]]",4.5
955,10@2793,"[[190, 1]]",4.0
956,58@221,"[[1399, 1], [405, 1], [378, 1], [960, 1]]",5.0
957,29@2518,"[[728, 1]]",3.0
958,16@2033,"[[1513, 1], [1542, 1], [538, 1]]",5.0
959,43@2610,"[[1270, 1], [1422, 1]]",5.0
960,34@2474,"[[190, 1], [1001, 1], [1205, 1]]",4.0
961,51@337,"[[370, 1], [755, 1], [957, 1], [319, 1], [309, 1]]",5.0
962,33@2717,"[[106, 1], [468, 1]]",4.0
963,28@1108,"[[1352, 1], [1006, 1]]",2.0
964,37@1116,"[[1461, 1]]",4.0
965,8@845,"[[950, 1]]",4.0
966,41@1722,"[[807, 1], [1136, 1], [1398, 1]]",4.0
967,61@1720,"[[875, 1], [1086, 1], [1060, 1], [131, 1], [1026, 1], [1219, 1]]",3.0
968,31@1788,"[[1495, 1], [1219, 1], [662, 1], [580, 1], [88, 1]]",4.0
969,31@139,"[[1093, 1]]",4.0
970,37@513,"[[501, 1]]",3.0
971,6@162,"[[106, 1], [1086, 1], [303, 1], [875, 1]]",4.0
972,55@818,"[[1386, 1]]",3.0
973,47@1330,"[[94, 1], [718, 1], [501, 1], [94, 1], [321, 1], [892, 1], [1158, 1]]",4.5
974,41@1592,"[[1385, 1]]",1.0
975,25@1005,"[[738, 1]]",3.0
976,17@1820,"[[1501, 1], [1086, 1], [506, 1], [1219, 1]]",5.0
977,49@592,"[[1219, 1], [1233, 1], [143, 1]]",2.0
978,37@1231,"[[1093, 1], [42, 1]]",4.0
979,25@2227,"[[432, 1], [29, 1], [435, 1], [432, 1], [483, 1], [441, 1]]",4.0
980,3@1291,"[[935, 1]]",4.0
981,46@2284,"[[51, 1], [365, 1], [892, 1]]",5.0
982,10@1683,"[[1093, 1]]",4.0
983,4@50,"[[692, 1]]",5.0
984,31@2304,"[[501, 1], [614, 1]]",3.0
985,27@1074,"[[1386, 1]]",4.0
986,55@1574,"[[875, 1], [131, 1], [615, 1], [405, 1], [161, 1]]",5.0
987,46@809,"[[892, 1]]",5.0
988,55@709,"[[855, 1], [561, 1]]",5.0
989,28@2202,"[[98, 1], [755, 1]]",4.0
990,46@2448,"[[614, 1], [1060, 1], [399, 1], [468, 1], [442, 1], [892, 1]]",4.0
991,12@615,"[[851, 1], [1521, 1]]",4.0
992,6@2444,"[[875, 1], [1060, 1]]",5.0
993,43@250,"[[106, 1], [415, 1], [184, 1], [1144, 1]]",4.0
994,61@1923,"[[522, 1], [586, 1]]",3.0
995,41@1650,"[[421, 1], [892, 1], [912, 1]]",5.0
996,57@1097,"[[46, 1], [501, 1], [190, 1], [621, 1], [296, 1], [1367, 1], [735, 1]]",4.0
997,61@1723,"[[421, 1]]",3.0
998,12@2357,"[[506, 1], [1251, 1], [1219, 1], [974, 1], [309, 1], [889, 1], [321, 1], [506, 1]]",1.0
999,48@308,"[[1385, 1], [1168, 1], [1093, 1], [1386, 1], [535, 1]]",4.0
1000,17@2388,"[[421, 1]]",1.0
1001,54@1759,"[[839, 1], [501, 1], [421, 1], [1266, 1], [1044, 1], [233, 1], [851, 1], [313, 1], [1102, 1], [413, 1], [20, 1], [405, 1], [692, 1], [614, 1], [468, 1], [24, 1], [157, 1], [1367, 1], [407, 1], [1266, 1], [1103, 1], [1336, 1]]",4.0
1002,16@2238,"[[1219, 1], [161, 1], [1460, 1], [39, 1]]",3.0
1003,31@2158,"[[1210, 1], [1120, 1]]",3.0
1004,14@2701,"[[129, 1]]",2.0
1005,37@1450,"[[558, 1]]",3.0
1006,41@1439,"[[9, 1], [1332, 1], [1131, 1], [173, 1]]",4.0
1007,53@1797,"[[98, 1], [94, 1], [1542, 1]]",4.0
1008,7@287,"[[1386, 1]]",5.0
1009,47@2123,"[[692, 1], [98, 1], [1044, 1], [131, 1]]",4.0
1010,46@243,"[[71, 1], [64, 1], [1386, 1]]",4.0
1011,12@1044,"[[432, 1]]",3.0
1012,51@759,"[[534, 1], [775, 1]]",4.0
1013,55@522,"[[1472, 1]]",5.0
1014,61@121,"[[809, 1], [131, 1], [615, 1], [538, 1], [432, 1], [692, 1], [309, 1], [892, 1]]",2.0
1015,6@2003,"[[161, 1]]",5.0
1016,26@1813,"[[1442, 1], [1251, 1]]",5.0
1017,0@1972,"[[1270, 1], [413, 1]]",3.0
1018,33@2279,"[[1385, 1], [98, 1], [135, 1], [161, 1], [892, 1]]",5.0
1019,59@514,"[[506, 1], [309, 1], [173, 1]]",5.0
1020,62@1812,"[[542, 1], [621, 1], [1026, 1], [1386, 1], [864, 1], [892, 1], [755, 1], [538, 1]]",3.0
1021,59@345,"[[1251, 1], [435, 1]]",4.0
1022,29@1660,"[[1276, 1], [476, 1], [230, 1], [41, 1]]",3.0
1023,41@1160,"[[1044, 1], [173, 1]]",4.0
1024,36@1830,"[[574, 1]]",3.0
1025,6@431,"[[462, 1], [413, 1], [449, 1]]",5.0
1026,0@319,"[[851, 1]]",4.0
1027,25@2513,"[[813, 1], [615, 1]]",2.0
1028,7@694,"[[1416, 1], [1048, 1], [117, 1]]",1.0
1029,11@629,"[[1422, 1]]",4.0
1030,46@2631,"[[131, 1]]",2.0
1031,23@989,"[[131, 1], [746, 1], [892, 1]]",5.0
1032,38@492,"[[1250, 1]]",5.0
1033,47@1194,"[[1075, 1], [987, 1], [892, 1], [280, 1], [538, 1], [280, 1]]",4.0
1034,32@429,"[[892, 1], [615, 1], [892, 1]]",2.0
1035,55@1300,"[[1252, 1], [426, 1]]",5.0
1036,4@984,"[[1284, 1], [1386, 1], [935, 1]]",3.0
1037,11@2027,"[[692, 1], [94, 1]]",4.0
1038,4@2770,"[[192, 1], [192, 1]]",2.0
1039,41@2704,"[[614, 1], [1286, 1], [1162, 1]]",5.0
1040,27@1261,"[[889, 1], [892, 1]]",4.0
1041,25@2679,"[[1044, 1], [506, 1], [728, 1], [1513, 1], [1513, 1]]",2.0
1042,22@667,"[[1086, 1], [1437, 1], [1086, 1]]",5.0
1043,58@2604,"[[1495, 1], [389, 1], [1495, 1]]",4.0
1044,10@610,"[[1240, 1], [421, 1], [131, 1]]",4.0
1045,53@2449,"[[573, 1], [935, 1]]",4.0
1046,32@839,"[[1461, 1], [1185, 1], [1386, 1], [60, 1], [441, 1], [1461, 1]]",4.0
1047,26@1632,"[[807, 1]]",4.0
1048,36@389,"[[767, 1], [1386, 1], [60, 1], [1552, 1]]",4.0
1049,4@2450,"[[9, 1], [1205, 1], [1064, 1]]",5.0
1050,42@2502,"[[1220, 1], [538, 1]]",3.0
1051,31@2259,"[[987, 1]]",4.0
1052,32@1640,"[[1495, 1], [1386, 1]]",3.0
1053,33@339,"[[1382, 1], [614, 1], [1182, 1], [41, 1]]",5.0
1054,15@476,"[[1086, 1], [1093, 1], [309, 1]]",5.0
1055,25@2,"[[99, 1], [1251, 1], [1203, 1], [1422, 1], [892, 1], [477, 1], [1203, 1], [246, 1], [1059, 1], [1521, 1]]",4.0
1056,47@431,"[[190, 1], [1286, 1]]",5.0
1057,33@1730,"[[1382, 1], [1244, 1], [889, 1], [603, 1], [18, 1], [1139, 1]]",5.0
1058,37@2096,"[[106, 1], [131, 1], [468, 1], [435, 1]]",5.0
1059,33@1020,"[[131, 1], [892, 1]]",4.0
1060,49@1775,"[[435, 1], [60, 1], [1250, 1]]",1.0
1061,27@1079,"[[376, 1], [621, 1]]",5.0
1062,51@376,"[[1168, 1], [1197, 1]]",3.0
1063,33@631,"[[459, 1], [1386, 1]]",5.0
1064,13@1815,"[[692, 1], [1382, 1], [614, 1], [256, 1], [1030, 1], [322, 1]]",5.0
1065,28@2334,"[[362, 1], [411, 1]]",2.0
1066,61@1952,"[[615, 1]]",2.0
1067,57@273,"[[1174, 1], [365, 1], [1111, 1]]",4.0
1068,46@2490,"[[1048, 1]]",4.0
1069,38@1183,"[[1270, 1]]",4.0
1070,34@652,"[[106, 1], [1425, 1], [935, 1], [847, 1], [206, 1], [674, 1]]",4.0
1071,17@1214,"[[889, 1]]",2.0
1072,51@2530,"[[710, 1]]",4.0
1073,60@510,"[[413, 1], [1168, 1]]",4.0
1074,16@1112,"[[1382, 1]]",4.0
1075,42@2668,"[[615, 1]]",3.0
1076,59@296,"[[1196, 1], [542, 1], [59, 1], [809, 1], [592, 1], [746, 1], [896, 1]]",4.0
1077,30@2109,"[[1285, 1]]",4.0
1078,16@108,"[[106, 1], [195, 1], [924, 1], [131, 1], [254, 1], [1517, 1]]",5.0
1079,10@1285,"[[1131, 1], [441, 1]]",4.0
1080,60@377,"[[621, 1]]",1.0
1081,33@529,"[[1386, 1], [844, 1]]",4.0
1082,36@362,"[[1547, 1], [1513, 1], [176, 1]]",4.0
1083,10@2796,"[[421, 1], [544, 1], [256, 1], [248, 1], [1361, 1], [321, 1]]",4.0
1084,14@2429,"[[1385, 1], [365, 1], [966, 1], [977, 1], [1351, 1], [1315, 1], [868, 1], [181, 1], [1218, 1], [692, 1], [1086, 1], [51, 1], [362, 1], [782, 1], [213, 1], [176, 1], [653, 1]]",4.0
1085,59@769,"[[432, 1], [1549, 1], [1093, 1]]",4.0
1086,29@810,"[[30, 1], [173, 1]]",4.0
1087,27@1508,"[[1093, 1], [173, 1]]",5.0
1088,59@1801,"[[131, 1], [864, 1]]",3.0
1089,57@1937,"[[1254, 1], [692, 1], [506, 1]]",2.0
1090,33@2732,"[[456, 1], [280, 1]]",5.0
1091,28@388,"[[969, 1], [131, 1]]",4.0
1092,21@958,"[[755, 1], [827, 1], [718, 1]]",3.0
1093,4@1568,"[[755, 1], [173, 1]]",5.0
1094,23@1882,"[[864, 1], [1086, 1]]",3.0
1095,12@2349,"[[1548, 1], [755, 1], [1386, 1], [1077, 1], [1445, 1]]",4.0
1096,16@727,"[[1048, 1], [892, 1], [130, 1], [1104, 1], [892, 1]]",3.0
1097,43@1643,"[[1481, 1], [835, 1]]",5.0
1098,12@1069,"[[703, 1], [190, 1], [614, 1], [1091, 1], [467, 1], [989, 1], [470, 1], [892, 1], [545, 1]]",4.0
1099,54@121,"[[997, 1], [1407, 1], [1513, 1], [732, 1], [1439, 1], [1437, 1]]",3.0
1100,26@1156,"[[755, 1]]",5.0
1101,42@1227,"[[1382, 1], [405, 1], [889, 1], [746, 1], [863, 1]]",4.0
1102,0@1712,"[[892, 1]]",4.0
1103,31@52,"[[341, 1]]",3.0
1104,8@664,"[[131, 1], [692, 1]]",3.0
1105,26@410,"[[493, 1], [413, 1], [761, 1]]",4.0
1106,13@250,"[[99, 1], [614, 1], [875, 1]]",5.0
1107,33@2466,"[[1270, 1], [501, 1], [1251, 1], [1131, 1], [173, 1], [1494, 1], [1093, 1]]",5.0
1108,58@1227,"[[388, 1], [1270, 1], [190, 1], [262, 1], [1386, 1], [1060, 1]]",5.0
1109,57@184,"[[42, 1]]",4.0
1110,41@1025,"[[506, 1]]",4.0
1111,46@1139,"[[892, 1]]",3.0
1112,17@643,"[[892, 1]]",1.0
1113,57@67,"[[46, 1], [1016, 1], [190, 1], [131, 1], [1540, 1], [1347, 1], [181, 1]]",5.0
1114,48@1801,"[[9, 1], [1005, 1], [892, 1]]",5.0
1115,55@2056,"[[1009, 1], [1257, 1], [615, 1], [875, 1], [892, 1]]",5.0
1116,11@2217,"[[855, 1]]",4.0
1117,59@1813,"[[106, 1], [131, 1], [892, 1], [131, 1]]",3.0
1118,23@2783,"[[967, 1], [864, 1], [173, 1], [972, 1]]",4.0
1119,21@1455,"[[1386, 1], [435, 1], [344, 1], [1401, 1]]",3.0
1120,59@2028,"[[573, 1]]",5.0
1121,10@477,"[[1089, 1]]",4.0
1122,13@2679,"[[795, 1], [506, 1], [1315, 1]]",4.0
1123,37@2266,"[[56, 1], [1141, 1], [131, 1]]",4.0
1124,55@2729,"[[827, 1]]",4.0
1125,44@355,"[[106, 1]]",5.0
1126,28@696,"[[1118, 1], [537, 1], [506, 1]]",4.0
1127,33@2266,"[[1240, 1], [1044, 1], [523, 1], [618, 1], [555, 1], [321, 1], [892, 1], [538, 1], [80, 1], [875, 1], [19, 1], [1442, 1], [614, 1], [465, 1], [168, 1], [1269, 1]]",5.0
1128,43@449,"[[967, 1]]",4.0
1129,27@1652,"[[17, 1], [1437, 1]]",4.0
1130,12@2560,"[[1476, 1], [436, 1], [1122, 1], [811, 1], [365, 1], [1167, 1], [43, 1], [435, 1], [1048, 1]]",4.0
1131,42@307,"[[809, 1], [615, 1], [889, 1], [1048, 1], [1437, 1], [1026, 1]]",3.0
1132,5@2171,"[[131, 1], [1386, 1], [892, 1], [892, 1]]",3.0
1133,37@2679,"[[692, 1], [1086, 1], [542, 1], [987, 1], [1026, 1]]",4.0
1134,28@2542,"[[1433, 1]]",3.0
1135,37@1824,"[[1459, 1], [190, 1]]",2.0
1136,14@2026,"[[478, 1]]",4.0
1137,48@2508,"[[131, 1], [935, 1]]",4.0
1138,33@1604,"[[1382, 1], [1495, 1], [468, 1]]",4.0
1139,52@806,"[[501, 1], [1167, 1], [365, 1], [1315, 1]]",4.0
1140,59@508,"[[586, 1], [1396, 1]]",4.0
1141,25@1771,"[[473, 1], [639, 1], [94, 1], [751, 1], [1532, 1]]",5.0
1142,59@213,"[[436, 1], [131, 1], [746, 1]]",4.0
1143,16@1439,"[[1540, 1], [538, 1]]",5.0
1144,61@1198,"[[574, 1], [1120, 1]]",3.0
1145,34@1737,"[[88, 1]]",4.0
1146,59@2057,"[[1093, 1], [935, 1], [41, 1], [37, 1]]",4.0
1147,41@1578,"[[1425, 1]]",4.0
1148,24@1672,"[[1458, 1]]",4.0
1149,12@877,"[[1006, 1], [1093, 1]]",4.0
1150,31@2316,"[[190, 1], [614, 1], [256, 1], [1367, 1], [131, 1]]",4.0
1151,57@1128,"[[468, 1], [41, 1], [1048, 1], [41, 1]]",4.0
1152,27@396,"[[1286, 1], [1218, 1]]",5.0
1153,37@799,"[[586, 1]]",4.0
1154,25@1448,"[[1001, 1], [1385, 1], [7, 1], [435, 1], [815, 1], [1453, 1], [435, 1]]",4.0
1155,62@2170,"[[468, 1], [615, 1], [435, 1]]",4.0
1156,61@386,"[[1382, 1], [1320, 1], [369, 1], [1060, 1], [573, 1], [1386, 1], [815, 1], [41, 1]]",3.0
1157,55@1859,"[[795, 1]]",5.0
1158,29@958,"[[1392, 1]]",2.0
1159,52@399,"[[631, 1], [435, 1], [660, 1]]",5.0
1160,39@1994,"[[506, 1], [892, 1]]",5.0
1161,15@1783,"[[640, 1], [41, 1], [935, 1]]",5.0
1162,46@1714,"[[1060, 1], [566, 1]]",4.0
1163,59@1009,"[[1379, 1], [321, 1], [892, 1]]",5.0
1164,16@2615,"[[1386, 1], [892, 1]]",5.0
1165,27@1225,"[[51, 1]]",4.0
1166,17@1994,"[[106, 1], [900, 1], [506, 1]]",5.0
1167,12@951,"[[98, 1], [1205, 1], [556, 1], [561, 1], [892, 1], [1276, 1], [914, 1]]",4.0
1168,36@1506,"[[1483, 1], [1093, 1], [864, 1], [21, 1]]",4.0
1169,24@2586,"[[77, 1]]",5.0
1170,43@433,"[[98, 1], [173, 1], [1523, 1]]",5.0
1171,58@1161,"[[413, 1], [1007, 1], [413, 1]]",3.0
1172,8@939,"[[807, 1], [421, 1], [1219, 1], [131, 1], [889, 1], [72, 1], [892, 1]]",5.0
1173,1@469,"[[131, 1], [1505, 1]]",4.0
1174,17@178,"[[203, 1]]",4.0
1175,55@2350,"[[935, 1]]",4.0
1176,25@778,"[[1527, 1], [655, 1], [809, 1], [1547, 1], [755, 1], [615, 1], [793, 1], [435, 1], [1125, 1], [809, 1], [834, 1]]",3.0
1177,27@1392,"[[1093, 1]]",4.0
1178,39@431,"[[421, 1], [573, 1]]",5.0
1179,5@431,"[[1009, 1], [1382, 1], [190, 1], [735, 1], [1007, 1]]",5.0
