,0,1,2
2197,37@1340,"[[875, 1], [1270, 1], [555, 1], [1386, 1], [1445, 1], [912, 1], [1123, 1]]",5.0
2198,31@794,"[[1270, 1], [1537, 1], [190, 1], [1386, 1], [1315, 1], [913, 1]]",4.0
2199,42@2722,"[[875, 1], [1060, 1], [406, 1], [1437, 1]]",3.0
2200,32@333,"[[1345, 1]]",4.0
2201,30@1548,"[[1455, 1], [1210, 1], [484, 1]]",3.0
2202,4@2770,"[[621, 1], [594, 1]]",3.0
2203,60@2371,"[[133, 1]]",3.0
2204,52@1401,"[[1086, 1], [98, 1], [356, 1], [675, 1], [131, 1], [1361, 1], [1093, 1]]",5.0
2205,62@586,"[[1315, 1]]",4.0
2206,59@1062,"[[131, 1], [1439, 1], [399, 1]]",4.0
2207,57@2718,"[[112, 1], [365, 1], [173, 1]]",4.0
2208,47@2083,"[[399, 1]]",2.0
2209,29@1881,"[[46, 1], [575, 1], [1044, 1], [996, 1], [135, 1], [967, 1], [864, 1], [161, 1], [538, 1]]",3.0
2210,55@46,"[[94, 1], [755, 1]]",5.0
2211,33@2096,"[[501, 1], [101, 1], [864, 1], [892, 1], [1425, 1], [1537, 1], [967, 1]]",4.0
2212,46@919,"[[813, 1], [1522, 1], [1386, 1], [1048, 1], [718, 1]]",5.0
2213,41@1780,"[[809, 1]]",3.0
2214,6@707,"[[458, 1]]",5.0
2215,9@2146,"[[1026, 1]]",4.0
2216,36@2075,"[[614, 1], [851, 1], [131, 1], [443, 1], [435, 1], [1445, 1]]",4.0
2217,41@1041,"[[970, 1]]",3.0
2218,33@2267,"[[1251, 1], [1055, 1], [1386, 1], [668, 1]]",4.0
2219,37@630,"[[131, 1], [1361, 1], [182, 1], [470, 1], [321, 1]]",4.0
2220,14@2785,"[[1437, 1], [615, 1]]",2.0
2221,61@2073,"[[626, 1]]",3.0
2222,23@2456,"[[112, 1], [1465, 1]]",4.0
2223,33@2481,"[[557, 1], [993, 1]]",5.0
2224,42@1852,"[[935, 1], [1048, 1]]",4.0
2225,13@65,"[[9, 1], [30, 1], [1385, 1]]",5.0
2226,33@263,"[[106, 1], [98, 1], [864, 1], [1386, 1], [889, 1], [173, 1], [538, 1]]",5.0
2227,3@1170,"[[586, 1], [1138, 1], [607, 1], [586, 1]]",4.0
2228,36@2180,"[[630, 1], [60, 1]]",4.0
2229,56@1294,"[[1383, 1]]",4.0
2230,37@754,"[[573, 1], [937, 1]]",4.0
2231,41@133,"[[9, 1], [506, 1], [1542, 1], [815, 1], [573, 1], [1542, 1]]",4.0
2232,57@190,"[[1002, 1], [94, 1], [967, 1], [42, 1]]",4.0
2233,37@1638,"[[190, 1], [51, 1], [462, 1], [439, 1], [51, 1]]",4.0
2234,61@1387,"[[190, 1]]",3.0
2235,0@965,"[[1383, 1]]",2.0
2236,32@1243,"[[1143, 1], [227, 1], [426, 1]]",5.0
2237,26@2682,"[[1485, 1]]",5.0
2238,37@139,"[[435, 1]]",4.0
2239,61@2629,"[[1086, 1], [851, 1], [1386, 1], [555, 1]]",1.0
2240,59@1095,"[[98, 1], [1547, 1], [1513, 1]]",4.0
2241,16@1071,"[[129, 1], [593, 1]]",2.0
2242,46@1077,"[[173, 1], [606, 1]]",4.0
2243,16@2523,"[[1112, 1], [809, 1], [615, 1], [1533, 1], [1187, 1], [892, 1]]",4.0
2244,58@2722,"[[190, 1], [851, 1], [675, 1], [127, 1], [892, 1], [470, 1], [127, 1]]",4.0
2245,27@1577,"[[432, 1], [98, 1], [864, 1], [154, 1]]",5.0
2246,30@546,"[[190, 1], [1393, 1], [1007, 1]]",4.0
2247,1@448,"[[1386, 1], [847, 1], [1120, 1], [538, 1], [441, 1]]",5.0
2248,41@567,"[[42, 1]]",3.0
2249,10@528,"[[108, 1], [72, 1]]",4.0
2250,11@957,"[[1386, 1]]",4.0
2251,11@1761,"[[1488, 1], [935, 1]]",4.0
2252,37@1416,"[[190, 1], [306, 1], [375, 1]]",4.0
2253,37@693,"[[25, 1]]",4.0
2254,33@354,"[[1425, 1], [1433, 1], [441, 1]]",4.0
2255,10@80,"[[1555, 1], [1279, 1], [892, 1], [506, 1]]",4.0
2256,63@833,"[[309, 1], [206, 1]]",4.0
2257,26@2187,"[[761, 1], [469, 1]]",3.0
2258,10@839,"[[1552, 1]]",4.0
2259,37@1020,"[[1382, 1], [1017, 1], [1240, 1], [500, 1]]",2.5
2260,34@2413,"[[1266, 1], [655, 1], [131, 1], [892, 1], [131, 1]]",3.0
2261,6@311,"[[30, 1], [538, 1], [1086, 1], [9, 1], [432, 1], [1060, 1], [370, 1], [182, 1]]",5.0
2262,8@2374,"[[106, 1], [421, 1], [190, 1], [1513, 1], [889, 1]]",5.0
2263,29@1364,"[[892, 1]]",4.0
2264,42@2026,"[[935, 1]]",3.0
2265,12@589,"[[462, 1], [1484, 1], [1445, 1], [1437, 1], [1126, 1], [246, 1], [413, 1], [735, 1], [889, 1], [1246, 1]]",4.66666666667
2266,18@961,"[[1495, 1]]",5.0
2267,51@1127,"[[710, 1], [411, 1]]",5.0
2268,48@33,"[[94, 1]]",4.0
2269,59@2680,"[[106, 1], [615, 1], [864, 1], [435, 1], [892, 1]]",3.0
2270,0@2537,"[[60, 1]]",4.0
2271,60@1214,"[[851, 1], [860, 1], [131, 1]]",1.0
2272,16@2805,"[[1476, 1], [436, 1], [1048, 1], [181, 1]]",4.0
2273,31@1133,"[[181, 1]]",3.0
2274,55@707,"[[573, 1], [1131, 1]]",4.0
2275,4@1380,"[[25, 1]]",4.0
2276,61@1173,"[[190, 1], [1477, 1], [1386, 1], [1552, 1]]",3.0
2277,14@2305,"[[586, 1]]",2.0
2278,61@1915,"[[190, 1], [614, 1], [851, 1], [538, 1]]",4.0
2279,0@2733,"[[421, 1], [851, 1], [832, 1], [771, 1], [892, 1]]",4.0
2280,61@1241,"[[506, 1], [1026, 1], [1460, 1]]",4.0
2281,59@636,"[[549, 1], [1093, 1]]",5.0
2282,52@1843,"[[533, 1]]",4.0
2283,33@720,"[[797, 1], [935, 1]]",4.0
2284,29@1677,"[[755, 1], [309, 1], [82, 1]]",5.0
2285,4@2748,"[[506, 1], [718, 1]]",5.0
2286,46@868,"[[230, 1]]",4.0
2287,46@2090,"[[131, 1], [309, 1], [161, 1], [809, 1]]",4.0
2288,31@795,"[[1180, 1], [127, 1], [127, 1]]",3.0
2289,22@2011,"[[809, 1], [1026, 1], [615, 1]]",3.0
2290,42@1885,"[[809, 1]]",4.0
2291,25@1574,"[[834, 1], [860, 1], [1445, 1]]",1.0
2292,43@2260,"[[112, 1]]",5.0
2293,16@1116,"[[718, 1]]",4.0
2294,57@1618,"[[532, 1], [421, 1], [809, 1], [851, 1], [615, 1], [892, 1], [190, 1], [334, 1]]",4.0
2295,15@1664,"[[9, 1], [1284, 1], [41, 1], [892, 1], [172, 1]]",5.0
2296,22@359,"[[506, 1], [692, 1]]",1.0
2297,2@213,"[[131, 1], [186, 1]]",4.0
2298,49@1093,"[[1382, 1], [1141, 1], [195, 1], [131, 1], [573, 1], [595, 1]]",5.0
2299,41@738,"[[778, 1]]",4.0
2300,31@2279,"[[98, 1], [694, 1], [192, 1], [232, 1], [477, 1]]",4.5
2301,0@2657,"[[131, 1], [42, 1]]",4.0
2302,46@336,"[[1487, 1], [71, 1]]",5.0
2303,59@180,"[[595, 1]]",4.0
2304,38@2192,"[[1060, 1], [94, 1]]",5.0
2305,39@2375,"[[892, 1]]",4.0
2306,57@1702,"[[692, 1], [168, 1], [190, 1], [795, 1], [1044, 1], [1205, 1], [173, 1], [321, 1], [1453, 1]]",5.0
2307,37@1745,"[[689, 1], [1361, 1], [25, 1]]",4.0
2308,59@431,"[[1060, 1], [1386, 1]]",4.0
2309,46@1941,"[[1382, 1], [1251, 1], [173, 1], [892, 1], [173, 1]]",5.0
2310,37@999,"[[692, 1]]",4.0
2311,16@33,"[[413, 1], [94, 1]]",4.0
2312,23@1382,"[[1048, 1]]",4.0
2313,17@2298,"[[573, 1], [1437, 1]]",3.0
2314,22@2111,"[[1445, 1]]",4.0
2315,56@1777,"[[506, 1], [514, 1], [967, 1], [815, 1], [506, 1], [755, 1]]",4.0
2316,10@142,"[[421, 1], [199, 1], [173, 1]]",5.0
2317,54@376,"[[1068, 1], [820, 1], [935, 1], [435, 1]]",4.0
2318,29@1999,"[[506, 1], [1044, 1], [542, 1], [344, 1], [1144, 1]]",4.0
2319,48@2275,"[[1425, 1], [1447, 1], [1484, 1], [469, 1], [692, 1]]",4.0
2320,46@749,"[[797, 1], [1386, 1], [813, 1], [892, 1]]",3.0
2321,62@608,"[[421, 1], [851, 1], [1060, 1], [313, 1], [1386, 1], [892, 1], [1218, 1]]",3.0
2322,15@2479,"[[1455, 1], [471, 1]]",4.0
2323,41@143,"[[30, 1], [1548, 1], [309, 1], [135, 1]]",5.0
2324,23@553,"[[435, 1], [892, 1]]",3.0
2325,14@3,"[[1399, 1], [82, 1], [254, 1]]",1.0
2326,37@731,"[[877, 1]]",4.0
2327,57@2427,"[[413, 1], [1093, 1], [413, 1], [232, 1]]",3.0
2328,42@764,"[[892, 1]]",3.0
2329,46@761,"[[1251, 1], [356, 1], [1075, 1], [1060, 1], [892, 1], [842, 1], [890, 1]]",4.0
2330,3@1930,"[[682, 1], [1089, 1]]",5.0
2331,61@1063,"[[1240, 1], [190, 1], [851, 1], [395, 1]]",2.0
2332,55@2679,"[[131, 1], [441, 1]]",5.0
2333,52@510,"[[430, 1], [1136, 1]]",4.0
2334,56@272,"[[1060, 1], [1093, 1], [1252, 1], [411, 1]]",5.0
2335,23@593,"[[1131, 1], [435, 1], [894, 1]]",3.0
2336,23@948,"[[506, 1], [889, 1], [889, 1]]",4.0
2337,41@2454,"[[325, 1], [1070, 1]]",4.0
2338,63@2686,"[[1386, 1], [17, 1]]",5.0
2339,15@2001,"[[1093, 1], [795, 1], [131, 1]]",3.0
2340,59@1033,"[[795, 1], [441, 1]]",4.0
2341,20@234,"[[1425, 1], [542, 1]]",5.0
2342,33@2743,"[[1437, 1]]",4.0
2343,30@1296,"[[51, 1], [334, 1], [1069, 1], [413, 1]]",4.0
2344,52@480,"[[615, 1], [889, 1], [173, 1], [1037, 1]]",5.0
2345,24@806,"[[692, 1], [1086, 1], [1407, 1], [1361, 1], [889, 1], [173, 1], [416, 1], [538, 1], [345, 1], [1369, 1]]",3.0
2346,61@2386,"[[809, 1]]",2.0
2347,57@1956,"[[190, 1], [614, 1], [851, 1], [334, 1], [573, 1], [468, 1], [164, 1]]",4.0
2348,37@2619,"[[810, 1]]",5.0
2349,16@2176,"[[964, 1], [875, 1], [1086, 1], [851, 1], [334, 1], [771, 1], [966, 1], [684, 1], [1422, 1]]",4.0
2350,34@2694,"[[1093, 1], [815, 1], [621, 1]]",4.0
2351,54@1585,"[[506, 1], [1175, 1], [815, 1]]",5.0
2352,46@1487,"[[131, 1], [492, 1], [1093, 1], [131, 1]]",3.0
2353,57@908,"[[421, 1], [1141, 1], [195, 1], [749, 1], [612, 1], [1422, 1], [421, 1], [1048, 1], [104, 1]]",2.0
2354,46@2380,"[[106, 1], [809, 1], [1093, 1], [1422, 1], [1093, 1]]",3.0
2355,27@673,"[[807, 1], [501, 1], [324, 1], [468, 1], [1386, 1]]",4.0
2356,15@954,"[[1527, 1], [1168, 1], [1235, 1], [1048, 1]]",4.0
2357,61@1767,"[[892, 1], [441, 1]]",3.0
2358,9@675,"[[851, 1], [892, 1]]",4.0
2359,37@1291,"[[583, 1], [788, 1]]",4.0
2360,61@1938,"[[851, 1], [468, 1], [56, 1]]",3.0
2361,16@1601,"[[615, 1], [892, 1], [538, 1]]",4.0
2362,16@1175,"[[388, 1], [413, 1], [365, 1]]",4.0
2363,36@840,"[[1221, 1], [9, 1], [1527, 1], [1251, 1]]",4.0
2364,41@1119,"[[101, 1], [595, 1], [260, 1]]",5.0
2365,10@311,"[[1501, 1], [757, 1], [538, 1]]",5.0
2366,45@498,"[[1540, 1], [573, 1], [441, 1]]",3.0
2367,27@2630,"[[9, 1], [935, 1]]",5.0
2368,31@1324,"[[875, 1], [51, 1]]",3.0
2369,27@1079,"[[1472, 1], [621, 1], [585, 1], [198, 1], [912, 1]]",5.0
2370,37@2272,"[[1445, 1]]",3.0
2371,12@298,"[[875, 1], [370, 1], [255, 1], [615, 1], [892, 1], [1422, 1], [1422, 1]]",3.0
2372,24@561,"[[1251, 1], [41, 1], [892, 1], [644, 1]]",5.0
2373,10@2542,"[[692, 1], [190, 1], [1089, 1], [1070, 1]]",4.0
2374,22@1882,"[[98, 1]]",4.0
2375,52@411,"[[542, 1]]",3.0
2376,27@2206,"[[864, 1], [1093, 1]]",5.0
2377,62@1565,"[[1093, 1], [1386, 1], [1205, 1]]",4.0
2378,42@1708,"[[1386, 1], [411, 1], [1120, 1]]",3.0
2379,6@146,"[[935, 1]]",4.0
2380,41@2459,"[[441, 1]]",5.0
2381,37@2240,"[[356, 1], [1286, 1], [829, 1], [182, 1]]",4.0
2382,12@2351,"[[1509, 1], [726, 1], [280, 1], [892, 1], [892, 1]]",5.0
2383,37@213,"[[839, 1], [1086, 1], [1093, 1], [435, 1], [1422, 1]]",3.0
2384,59@1912,"[[181, 1]]",3.0
2385,36@386,"[[795, 1], [501, 1], [1251, 1], [755, 1], [892, 1]]",4.0
2386,3@469,"[[1207, 1], [1266, 1], [929, 1], [1026, 1], [1136, 1], [755, 1], [1168, 1], [1093, 1], [173, 1], [718, 1], [1547, 1], [746, 1]]",4.0
2387,37@1108,"[[1461, 1], [334, 1]]",3.0
2388,15@2304,"[[51, 1], [334, 1], [194, 1]]",4.0
2389,19@2000,"[[573, 1], [173, 1]]",3.0
2390,33@1936,"[[542, 1], [92, 1]]",5.0
2391,44@143,"[[30, 1], [1548, 1], [135, 1], [247, 1], [864, 1], [173, 1], [135, 1]]",4.0
2392,47@2302,"[[190, 1], [51, 1], [614, 1], [468, 1], [1010, 1], [839, 1], [51, 1], [131, 1], [1367, 1], [912, 1], [131, 1]]",4.0
2393,57@880,"[[892, 1]]",4.0
2394,19@999,"[[1044, 1], [131, 1], [1168, 1], [1386, 1]]",3.0
2395,17@727,"[[1422, 1], [344, 1], [892, 1]]",2.5
2396,11@1346,"[[1416, 1]]",4.0
2397,15@1712,"[[71, 1], [1048, 1], [441, 1]]",4.0
2398,10@737,"[[1322, 1], [1093, 1]]",4.0
2399,29@1689,"[[1455, 1], [827, 1]]",4.0
2400,12@645,"[[692, 1], [1547, 1], [104, 1]]",4.0
2401,52@542,"[[234, 1]]",3.0
2402,52@2037,"[[557, 1], [1437, 1], [527, 1]]",3.0
2403,35@837,"[[190, 1], [501, 1], [809, 1], [131, 1]]",5.0
2404,35@2104,"[[356, 1], [1477, 1], [771, 1], [937, 1], [1006, 1]]",4.0
2405,25@983,"[[1422, 1]]",4.0
2406,18@213,"[[1100, 1], [1026, 1], [1372, 1], [735, 1], [232, 1], [999, 1]]",3.0
2407,36@2682,"[[453, 1], [176, 1]]",4.0
2408,37@458,"[[131, 1]]",4.0
2409,6@2326,"[[182, 1], [889, 1], [342, 1], [735, 1], [51, 1]]",5.0
2410,12@643,"[[413, 1]]",4.0
2411,19@1784,"[[1168, 1], [173, 1]]",3.0
2412,38@1744,"[[791, 1]]",2.0
2413,37@1547,"[[586, 1]]",5.0
2414,7@576,"[[435, 1]]",4.0
2415,55@2265,"[[190, 1], [868, 1]]",3.0
2416,59@792,"[[1445, 1]]",3.0
2417,55@2793,"[[892, 1], [435, 1], [443, 1], [1382, 1], [1513, 1], [815, 1], [1219, 1]]",5.0
2418,51@257,"[[692, 1], [542, 1], [309, 1]]",4.0
2419,48@362,"[[1547, 1], [468, 1], [1093, 1], [435, 1]]",5.0
2420,27@2223,"[[209, 1], [935, 1]]",5.0
2421,18@1813,"[[1006, 1], [755, 1]]",3.0
2422,54@1161,"[[851, 1], [413, 1]]",3.0
2423,48@905,"[[131, 1], [1437, 1]]",5.0
2424,50@1491,"[[586, 1]]",3.0
2425,53@970,"[[106, 1], [892, 1]]",5.0
2426,12@1637,"[[462, 1], [851, 1], [321, 1]]",4.0
2427,25@2731,"[[1240, 1], [19, 1], [421, 1], [1141, 1], [1328, 1], [809, 1], [614, 1], [131, 1], [435, 1], [1083, 1], [1422, 1], [345, 1]]",3.0
2428,4@2569,"[[807, 1], [573, 1], [42, 1]]",4.0
2429,31@813,"[[1093, 1], [809, 1]]",4.0
2430,52@971,"[[1236, 1], [413, 1], [628, 1]]",5.0
2431,32@90,"[[935, 1], [1445, 1]]",1.0
2432,10@1203,"[[13, 1], [1386, 1], [1552, 1]]",5.0
2433,28@2793,"[[1445, 1]]",2.0
2434,46@219,"[[190, 1], [56, 1], [614, 1], [379, 1], [1271, 1]]",3.0
2435,10@1814,"[[404, 1], [1465, 1], [94, 1]]",4.0
2436,60@2419,"[[1425, 1], [755, 1]]",5.0
2437,48@1178,"[[692, 1], [190, 1], [421, 1], [131, 1], [1026, 1], [1093, 1], [892, 1], [714, 1], [131, 1]]",3.0
2438,5@2624,"[[1461, 1], [1038, 1], [1437, 1]]",1.0
2439,12@351,"[[807, 1], [751, 1], [1513, 1]]",4.0
2440,60@446,"[[807, 1], [974, 1], [1555, 1], [1205, 1]]",3.0
2441,45@2771,"[[131, 1]]",4.0
2442,28@1029,"[[812, 1]]",2.0
2443,11@2728,"[[131, 1]]",2.0
2444,52@1984,"[[106, 1], [900, 1], [1385, 1], [892, 1]]",5.0
2445,2@2520,"[[1086, 1]]",4.0
2446,13@1133,"[[889, 1], [671, 1]]",5.0
2447,27@2189,"[[875, 1], [889, 1], [435, 1]]",4.0
2448,33@1188,"[[94, 1], [384, 1], [309, 1], [1093, 1], [176, 1], [1445, 1], [675, 1]]",5.0
2449,29@2760,"[[421, 1], [71, 1], [162, 1], [471, 1], [71, 1], [471, 1]]",4.0
2450,41@1255,"[[1210, 1], [413, 1]]",3.0
2451,38@2065,"[[1495, 1], [1119, 1], [1420, 1], [326, 1], [339, 1]]",4.0
2452,37@1753,"[[755, 1]]",2.0
2453,29@995,"[[1112, 1], [692, 1], [1266, 1], [889, 1], [892, 1]]",4.0
2454,54@1490,"[[335, 1]]",3.0
2455,36@635,"[[421, 1], [892, 1], [280, 1], [892, 1]]",3.0
2456,59@2748,"[[795, 1], [131, 1], [1048, 1], [650, 1]]",5.0
2457,43@424,"[[1147, 1]]",4.0
2458,41@1148,"[[614, 1], [851, 1], [453, 1], [321, 1], [1210, 1], [413, 1], [41, 1], [892, 1]]",4.0
2459,7@1576,"[[538, 1], [692, 1], [1226, 1]]",5.0
2460,31@1996,"[[9, 1]]",4.0
2461,31@1402,"[[51, 1]]",4.0
2462,1@1776,"[[334, 1], [131, 1], [440, 1], [771, 1], [435, 1]]",5.0
2463,8@911,"[[1102, 1], [892, 1], [621, 1], [1266, 1], [889, 1]]",5.0
2464,56@1256,"[[813, 1], [490, 1]]",5.0
2465,4@1084,"[[126, 1], [1170, 1], [356, 1], [644, 1], [1102, 1], [864, 1], [394, 1], [1453, 1]]",5.0
2466,52@2088,"[[583, 1], [1422, 1], [1553, 1], [1160, 1]]",4.0
2467,42@1795,"[[506, 1]]",4.0
2468,46@1282,"[[583, 1], [94, 1], [1386, 1], [1468, 1], [718, 1], [1279, 1]]",5.0
2469,37@1074,"[[595, 1], [435, 1], [471, 1]]",4.0
2470,10@1239,"[[621, 1], [468, 1]]",4.0
2471,10@732,"[[892, 1], [795, 1]]",3.0
2472,10@610,"[[602, 1], [186, 1], [749, 1], [173, 1], [1251, 1], [621, 1], [131, 1], [614, 1]]",4.5
2473,29@2123,"[[967, 1], [1513, 1], [746, 1], [344, 1]]",3.0
2474,12@2450,"[[1548, 1], [595, 1], [1386, 1], [41, 1], [441, 1]]",5.0
2475,2@1245,"[[993, 1]]",1.0
2476,32@2717,"[[573, 1], [1279, 1]]",2.0
2477,52@2104,"[[1006, 1]]",4.0
2478,4@2297,"[[1385, 1], [454, 1], [131, 1]]",3.0
2479,33@1947,"[[257, 1], [755, 1]]",4.0
2480,51@1340,"[[614, 1], [360, 1], [254, 1]]",1.0
2481,31@433,"[[46, 1], [98, 1], [728, 1], [224, 1], [538, 1]]",4.0
2482,7@2354,"[[131, 1]]",5.0
2483,57@1371,"[[506, 1], [728, 1], [506, 1]]",3.0
2484,48@1055,"[[935, 1]]",4.0
2485,25@1319,"[[9, 1], [934, 1], [99, 1], [94, 1], [1316, 1], [1453, 1]]",3.0
2486,58@2629,"[[413, 1], [131, 1], [1422, 1]]",1.0
2487,54@1438,"[[1127, 1]]",5.0
2488,33@271,"[[421, 1], [1170, 1], [632, 1], [892, 1]]",5.0
2489,10@2642,"[[1385, 1], [506, 1], [621, 1], [106, 1], [506, 1]]",3.5
2490,54@330,"[[1382, 1], [421, 1], [851, 1], [334, 1], [1220, 1], [1437, 1], [1380, 1], [190, 1], [51, 1], [404, 1], [782, 1], [313, 1], [131, 1], [156, 1], [1220, 1], [230, 1], [232, 1], [880, 1], [1121, 1]]",4.0
2491,62@2496,"[[1031, 1], [1386, 1]]",4.0
2492,10@1343,"[[1382, 1], [421, 1], [473, 1], [1251, 1], [1147, 1], [1422, 1]]",4.0
2493,51@588,"[[98, 1], [506, 1], [755, 1], [217, 1]]",4.0
2494,59@853,"[[131, 1], [1513, 1], [615, 1]]",4.0
2495,12@1544,"[[1044, 1], [542, 1], [39, 1], [889, 1], [1437, 1], [815, 1]]",4.0
2496,59@2299,"[[1086, 1], [614, 1], [465, 1], [544, 1], [413, 1], [173, 1], [379, 1]]",3.0
2497,56@2773,"[[1495, 1], [1093, 1], [88, 1], [791, 1], [847, 1], [1495, 1]]",5.0
2498,37@2032,"[[574, 1]]",3.0
2499,1@33,"[[795, 1], [583, 1], [94, 1], [1048, 1], [1422, 1]]",4.0
2500,29@1259,"[[506, 1]]",3.0
2501,27@589,"[[1270, 1], [51, 1]]",5.0
2502,27@396,"[[735, 1], [1007, 1], [892, 1]]",5.0
2503,34@814,"[[1093, 1], [935, 1], [558, 1]]",4.0
2504,51@790,"[[775, 1], [1093, 1]]",4.0
2505,14@593,"[[1425, 1], [1460, 1], [94, 1]]",3.0
2506,31@2301,"[[134, 1], [892, 1], [1425, 1]]",3.0
2507,4@1112,"[[1382, 1], [665, 1]]",3.0
2508,42@2570,"[[12, 1]]",2.0
2509,59@1345,"[[1540, 1], [892, 1]]",3.0
2510,15@1467,"[[1086, 1], [809, 1], [675, 1], [485, 1], [746, 1], [1422, 1]]",3.0
2511,55@151,"[[206, 1]]",5.0
2512,42@980,"[[131, 1], [1386, 1]]",5.0
2513,4@2075,"[[1240, 1], [190, 1], [131, 1], [1220, 1], [1278, 1], [735, 1], [232, 1]]",4.0
2514,41@1062,"[[714, 1], [614, 1], [413, 1], [413, 1]]",3.0
2515,61@1055,"[[682, 1], [19, 1], [370, 1], [1048, 1], [735, 1], [1083, 1]]",4.0
2516,12@296,"[[682, 1], [106, 1], [16, 1], [592, 1], [755, 1], [892, 1], [355, 1], [1060, 1]]",5.0
2517,8@1348,"[[875, 1], [1286, 1], [1026, 1], [1007, 1], [912, 1]]",4.0
2518,37@2069,"[[542, 1], [1026, 1]]",4.0
2519,41@2720,"[[190, 1], [462, 1], [1391, 1]]",4.0
2520,12@2236,"[[576, 1], [1240, 1], [1009, 1], [276, 1], [98, 1], [618, 1], [724, 1], [395, 1], [449, 1], [892, 1], [692, 1], [614, 1], [164, 1], [1210, 1], [615, 1], [735, 1]]",5.0
2521,63@311,"[[173, 1], [892, 1]]",4.0
2522,24@2216,"[[506, 1]]",5.0
2523,10@2742,"[[1221, 1], [105, 1], [420, 1], [1540, 1]]",4.0
2524,23@2764,"[[1168, 1]]",4.0
2525,20@1178,"[[334, 1], [131, 1], [405, 1], [889, 1], [232, 1]]",4.0
2526,22@1148,"[[1286, 1]]",5.0
2527,16@1784,"[[168, 1]]",4.0
2528,54@1283,"[[506, 1], [495, 1], [39, 1]]",4.0
2529,36@1187,"[[106, 1], [501, 1]]",4.0
2530,12@1230,"[[755, 1], [815, 1]]",4.0
2531,38@2553,"[[501, 1], [1006, 1], [1386, 1]]",5.0
2532,22@2586,"[[583, 1], [94, 1], [1093, 1], [469, 1]]",3.0
2533,37@2070,"[[892, 1]]",4.0
2534,10@465,"[[1385, 1], [542, 1], [468, 1], [610, 1]]",4.0
2535,23@1691,"[[275, 1]]",3.0
2536,37@2774,"[[755, 1], [1462, 1], [1422, 1], [864, 1]]",2.0
2537,14@2755,"[[755, 1], [173, 1], [809, 1], [1521, 1], [173, 1]]",4.0
2538,26@1625,"[[112, 1], [892, 1], [1168, 1]]",5.0
2539,61@2104,"[[1461, 1], [473, 1]]",4.0
2540,51@137,"[[1527, 1], [1548, 1], [192, 1], [309, 1]]",5.0
2541,16@619,"[[506, 1]]",5.0
2542,29@1845,"[[106, 1], [1048, 1], [280, 1], [970, 1]]",4.0
2543,37@1457,"[[900, 1], [421, 1], [131, 1], [1198, 1], [866, 1], [892, 1], [1422, 1]]",4.0
2544,27@1651,"[[71, 1]]",5.0
2545,10@899,"[[775, 1], [477, 1]]",4.0
2546,47@2653,"[[514, 1], [1168, 1]]",4.0
2547,11@2448,"[[564, 1]]",4.0
2548,10@339,"[[421, 1], [1385, 1], [614, 1], [1462, 1]]",5.0
2549,59@1181,"[[101, 1], [542, 1], [668, 1]]",4.0
2550,37@1624,"[[131, 1], [468, 1]]",3.0
2551,22@2102,"[[421, 1]]",5.0
2552,32@585,"[[435, 1]]",2.0
2553,37@1988,"[[1400, 1], [1026, 1], [182, 1], [321, 1]]",4.0
2554,11@311,"[[131, 1]]",4.0
2555,62@1936,"[[1386, 1]]",4.0
2556,24@2587,"[[809, 1], [755, 1], [538, 1]]",4.0
2557,37@2232,"[[309, 1], [280, 1]]",4.0
2558,54@656,"[[1112, 1], [907, 1], [319, 1], [1422, 1], [1460, 1]]",3.0
2559,46@1333,"[[583, 1], [755, 1], [1386, 1], [935, 1]]",4.0
2560,57@1626,"[[9, 1], [892, 1], [892, 1]]",5.0
2561,25@677,"[[610, 1]]",4.0
2562,59@1759,"[[1100, 1]]",4.0
2563,29@2239,"[[935, 1], [661, 1]]",4.0
2564,3@520,"[[615, 1], [594, 1]]",4.0
2565,43@784,"[[426, 1]]",4.0
2566,14@2627,"[[1438, 1], [309, 1], [1422, 1], [621, 1]]",4.0
2567,6@1707,"[[421, 1], [614, 1], [892, 1], [1060, 1]]",2.0
2568,27@1064,"[[1093, 1], [584, 1]]",5.0
2569,10@340,"[[287, 1]]",5.0
2570,59@808,"[[1386, 1], [1048, 1]]",4.0
2571,37@2215,"[[1009, 1], [56, 1], [190, 1], [1333, 1], [621, 1], [458, 1], [438, 1]]",2.0
2572,10@1777,"[[558, 1]]",2.0
2573,12@51,"[[218, 1], [1086, 1], [47, 1], [755, 1], [1136, 1], [892, 1], [82, 1], [668, 1]]",3.0
2574,59@2523,"[[795, 1], [809, 1], [827, 1], [1533, 1]]",3.0
2575,26@1023,"[[1019, 1]]",5.0
2576,10@2321,"[[757, 1], [1386, 1], [621, 1], [1386, 1]]",5.0
2577,28@610,"[[413, 1], [1462, 1], [1240, 1], [190, 1], [1286, 1], [1460, 1], [573, 1], [1380, 1]]",4.0
2578,29@917,"[[309, 1], [1523, 1]]",4.0
2579,5@485,"[[573, 1], [131, 1], [1378, 1], [573, 1], [892, 1]]",1.0
2580,41@618,"[[46, 1], [506, 1], [755, 1], [130, 1], [535, 1], [824, 1], [506, 1]]",4.0
2581,27@1315,"[[468, 1]]",4.0
2582,4@849,"[[98, 1], [864, 1], [1386, 1]]",5.0
2583,60@2000,"[[399, 1]]",3.0
2584,16@1798,"[[1240, 1], [1205, 1], [1285, 1], [1501, 1], [195, 1], [405, 1], [889, 1]]",4.5
